0 ('/bokeh/models/transforms.py', 'module_initializer', 'log')
3106 ('/examples/plotting/file/line_missing_data.py', 'module_initializer', 'p')
3107 ('/examples/reference/models/data_table_server.py', 'module_initializer', 'x')
3108 ('/examples/reference/models/data_table_server.py', 'module_initializer', 'y')
3109 ('/examples/reference/models/data_table_server.py', 'module_initializer', 'source')
3110 ('/examples/reference/models/data_table_server.py', 'module_initializer', 'plot_figure')
3111 ('/examples/reference/models/data_table_server.py', 'module_initializer', 'columns')
3112 ('/examples/reference/models/data_table_server.py', 'module_initializer', 'data_table')
3113 ('/examples/reference/models/data_table_server.py', 'module_initializer', 'layout')
3114 ('/sphinx/source/docs/user_guide/examples/plotting_hbar.py', 'module_initializer', 'p')
3115 ('/sphinx/source/docs/user_guide/examples/layout_vertical.py', 'module_initializer', 'x')
3116 ('/sphinx/source/docs/user_guide/examples/layout_vertical.py', 'module_initializer', 'y0')
3117 ('/sphinx/source/docs/user_guide/examples/layout_vertical.py', 'module_initializer', 'i')
3118 ('/sphinx/source/docs/user_guide/examples/layout_vertical.py', 'module_initializer', 'y1')
3119 ('/sphinx/source/docs/user_guide/examples/layout_vertical.py', 'module_initializer', 'y2')
3120 ('/sphinx/source/docs/user_guide/examples/layout_vertical.py', 'module_initializer', 's1')
3121 ('/sphinx/source/docs/user_guide/examples/layout_vertical.py', 'module_initializer', 's2')
3122 ('/sphinx/source/docs/user_guide/examples/layout_vertical.py', 'module_initializer', 's3')
3123 ('/sphinx/source/docs/user_guide/examples/interaction_spinner.py', 'module_initializer', 'data')
3124 ('/sphinx/source/docs/user_guide/examples/interaction_spinner.py', 'module_initializer', 'cds')
3125 ('/sphinx/source/docs/user_guide/examples/interaction_spinner.py', 'module_initializer', 'p')
3126 ('/sphinx/source/docs/user_guide/examples/interaction_spinner.py', 'module_initializer', 'points')
3127 ('/sphinx/source/docs/user_guide/examples/interaction_spinner.py', 'module_initializer', 'w')
3128 ('/sphinx/source/docs/user_guide/examples/interaction_spinner.py', 'module_initializer', 'cb')
3129 ('/sphinx/source/docs/user_guide/examples/styling_legend_dimensions.py', 'module_initializer', 'x')
3130 ('/sphinx/source/docs/user_guide/examples/styling_legend_dimensions.py', 'module_initializer', 'y')
3131 ('/sphinx/source/docs/user_guide/examples/styling_legend_dimensions.py', 'module_initializer', 'p')
3132 ('/sphinx/source/docs/user_guide/examples/interaction_dropdown_menu.py', 'module_initializer', 'menu')
3133 ('/sphinx/source/docs/user_guide/examples/interaction_dropdown_menu.py', 'module_initializer', 'dropdown')
3134 ('/sphinx/source/docs/user_guide/examples/styling_dimensions.py', 'module_initializer', 'p')
3135 ('/sphinx/source/docs/user_guide/examples/styling_legend_orientation.py', 'module_initializer', 'x')
3136 ('/sphinx/source/docs/user_guide/examples/styling_legend_orientation.py', 'module_initializer', 'y')
3137 ('/sphinx/source/docs/user_guide/examples/styling_legend_orientation.py', 'module_initializer', 'p')
3138 ('/sphinx/source/docs/user_guide/examples/plotting_image.py', 'module_initializer', 'x')
3139 ('/sphinx/source/docs/user_guide/examples/plotting_image.py', 'module_initializer', 'y')
3140 ('/sphinx/source/docs/user_guide/examples/plotting_image.py', 'module_initializer', 'xx')
3141 ('/sphinx/source/docs/user_guide/examples/plotting_image.py', 'module_initializer', 'yy')
3142 ('/sphinx/source/docs/user_guide/examples/plotting_image.py', 'module_initializer', 'd')
3143 ('/sphinx/source/docs/user_guide/examples/plotting_image.py', 'module_initializer', 'p')
3144 ('/sphinx/source/docs/user_guide/examples/plotting_arcs.py', 'module_initializer', 'p')
3145 ('/sphinx/source/docs/user_guide/examples/plotting_patch_multiple.py', 'module_initializer', 'p')
3146 ('/sphinx/source/docs/user_guide/examples/extensions_example_wrapping.py', 'module_initializer', 'TS_CODE')
3147 ('/sphinx/source/docs/user_guide/examples/extensions_example_wrapping.py', 'module_initializer', 'x')
3148 ('/sphinx/source/docs/user_guide/examples/extensions_example_wrapping.py', 'module_initializer', 'y')
3149 ('/sphinx/source/docs/user_guide/examples/extensions_example_wrapping.py', 'module_initializer', 'xx')
3150 ('/sphinx/source/docs/user_guide/examples/extensions_example_wrapping.py', 'module_initializer', 'yy')
3151 ('/sphinx/source/docs/user_guide/examples/extensions_example_wrapping.py', 'module_initializer', 'value')
3152 ('/sphinx/source/docs/user_guide/examples/extensions_example_wrapping.py', 'module_initializer', 'source')
3153 ('/sphinx/source/docs/user_guide/examples/extensions_example_wrapping.py', 'module_initializer', 'surface')
3154 ('/sphinx/source/docs/user_guide/examples/extensions_example_wrapping.py', 'Surface3d_class_initializer', '__implementation__')
3155 ('/sphinx/source/docs/user_guide/examples/extensions_example_wrapping.py', 'Surface3d_class_initializer', 'data_source')
3156 ('/sphinx/source/docs/user_guide/examples/extensions_example_wrapping.py', 'Surface3d_class_initializer', 'x')
3157 ('/sphinx/source/docs/user_guide/examples/extensions_example_wrapping.py', 'Surface3d_class_initializer', 'y')
3158 ('/sphinx/source/docs/user_guide/examples/extensions_example_wrapping.py', 'Surface3d_class_initializer', 'z')
3159 ('/sphinx/source/docs/user_guide/examples/graph_networkx.py', 'module_initializer', 'G')
3160 ('/sphinx/source/docs/user_guide/examples/graph_networkx.py', 'module_initializer', 'plot')
3161 ('/sphinx/source/docs/user_guide/examples/graph_networkx.py', 'module_initializer', 'graph')
3162 ('/sphinx/source/docs/user_guide/examples/graph_interaction.py', 'module_initializer', 'G')
3163 ('/sphinx/source/docs/user_guide/examples/graph_interaction.py', 'module_initializer', 'plot')
3164 ('/sphinx/source/docs/user_guide/examples/graph_interaction.py', 'module_initializer', 'graph_renderer')
3165 ('/sphinx/source/docs/user_guide/examples/graph_static_paths.py', 'module_initializer', 'N')
3166 ('/sphinx/source/docs/user_guide/examples/graph_static_paths.py', 'module_initializer', 'node_indices')
3167 ('/sphinx/source/docs/user_guide/examples/graph_static_paths.py', 'module_initializer', 'plot')
3168 ('/sphinx/source/docs/user_guide/examples/graph_static_paths.py', 'module_initializer', 'graph')
3169 ('/sphinx/source/docs/user_guide/examples/graph_static_paths.py', 'module_initializer', 'i')
3170 ('/sphinx/source/docs/user_guide/examples/graph_static_paths.py', 'module_initializer', 'circ')
3171 ('/sphinx/source/docs/user_guide/examples/graph_static_paths.py', 'module_initializer', 'x')
3172 ('/sphinx/source/docs/user_guide/examples/graph_static_paths.py', 'module_initializer', 'y')
3173 ('/sphinx/source/docs/user_guide/examples/graph_static_paths.py', 'module_initializer', 'graph_layout')
3174 ('/sphinx/source/docs/user_guide/examples/graph_static_paths.py', 'module_initializer', 'xs')
3175 ('/sphinx/source/docs/user_guide/examples/graph_static_paths.py', 'module_initializer', 'ys')
3176 ('/sphinx/source/docs/user_guide/examples/graph_static_paths.py', 'module_initializer', 'sx')
3177 ('/sphinx/source/docs/user_guide/examples/graph_static_paths.py', 'module_initializer', 'sy')
3178 ('/sphinx/source/docs/user_guide/examples/graph_static_paths.py', 'module_initializer', 'steps')
3179 ('/sphinx/source/docs/user_guide/examples/graph_static_paths.py', 'module_initializer', 'node_index')
3180 ('/sphinx/source/docs/user_guide/examples/graph_static_paths.py', 'module_initializer', 'ex')
3181 ('/sphinx/source/docs/user_guide/examples/graph_static_paths.py', 'module_initializer', 'ey')
3182 ('/sphinx/source/docs/user_guide/examples/interaction_paragraph.py', 'module_initializer', 'p')
3183 ('/examples/plotting/file/graphs.py', 'module_initializer', 'lats')
3184 ('/examples/plotting/file/graphs.py', 'module_initializer', 'lons')
3185 ('/examples/plotting/file/graphs.py', 'module_initializer', 'k')
3186 ('/examples/plotting/file/graphs.py', 'module_initializer', 'v')
3187 ('/examples/plotting/file/graphs.py', 'module_initializer', 'source')
3188 ('/examples/plotting/file/graphs.py', 'module_initializer', 'graph_layout')
3189 ('/examples/plotting/file/graphs.py', 'module_initializer', 'layout_provider')
3190 ('/examples/plotting/file/graphs.py', 'module_initializer', 'fig')
3191 ('/examples/plotting/file/graphs.py', 'module_initializer', 'r')
3192 ('/examples/plotting/file/graphs.py', 'module_initializer', 'hover')
3193 ('/examples/plotting/file/graphs.py', 'module_initializer', 'tap')
3194 ('/examples/plotting/file/airports_map.py', 'module_initializer', 'title')
3195 ('/examples/plotting/file/airports_map.py', 'module_initializer', 'tile_options')
3196 ('/examples/plotting/file/airports_map.py', 'module_initializer', 'mq_tile_source')
3197 ('/examples/plotting/file/airports_map.py', 'module_initializer', 'carto')
3198 ('/examples/plotting/file/airports_map.py', 'module_initializer', 'mq')
3199 ('/examples/plotting/file/airports_map.py', 'module_initializer', 'div')
3200 ('/examples/plotting/file/airports_map.py', 'module_initializer', 'layout')
3201 ('/bokeh/tile_providers.py', 'module_initializer', 'log')
3202 ('/bokeh/tile_providers.py', 'module_initializer', '_mod')
3203 ('/bokeh/tile_providers.py', '_TileProvidersModule_class_initializer', '_CARTO_ATTRIBUTION')
3204 ('/bokeh/tile_providers.py', '_TileProvidersModule_class_initializer', '_STAMEN_ATTRIBUTION')
3205 ('/bokeh/tile_providers.py', '_TileProvidersModule_class_initializer', '_OSM_ATTRIBTION')
3206 ('/bokeh/tile_providers.py', '_TileProvidersModule_class_initializer', '_WIKIMEDIA_ATTRIBUTION')
3207 ('/bokeh/tile_providers.py', '_TileProvidersModule_class_initializer', '_ESRI_IMAGERY_ATTRIBUTION')
3208 ('/bokeh/tile_providers.py', '_TileProvidersModule_class_initializer', '_SERVICE_URLS')
3209 ('/bokeh/tile_providers.py', '_TileProvidersModule_class_initializer', '_STAMEN_ATTRIBUTION_URLS')
3210 ('/bokeh/tile_providers.py', '_TileProvidersModule_class_initializer', 'Vendors')
3211 ('/bokeh/tile_providers.py', '_TileProvidersModule_class_initializer', 'CARTODBPOSITRON')
3212 ('/bokeh/tile_providers.py', '_TileProvidersModule_class_initializer', 'CARTODBPOSITRON_RETINA')
3213 ('/bokeh/tile_providers.py', '_TileProvidersModule_class_initializer', 'STAMEN_TERRAIN')
3214 ('/bokeh/tile_providers.py', '_TileProvidersModule_class_initializer', 'STAMEN_TERRAIN_RETINA')
3215 ('/bokeh/tile_providers.py', '_TileProvidersModule_class_initializer', 'STAMEN_TONER')
3216 ('/bokeh/tile_providers.py', '_TileProvidersModule_class_initializer', 'STAMEN_TONER_BACKGROUND')
3217 ('/bokeh/tile_providers.py', '_TileProvidersModule_class_initializer', 'STAMEN_TONER_LABELS')
3218 ('/bokeh/tile_providers.py', '_TileProvidersModule_class_initializer', 'OSM')
3219 ('/bokeh/tile_providers.py', '_TileProvidersModule_class_initializer', 'WIKIMEDIA')
3220 ('/bokeh/tile_providers.py', '_TileProvidersModule_class_initializer', 'ESRI_IMAGERY')
3221 ('/sphinx/source/docs/user_guide/examples/tools_poly_draw.py', 'module_initializer', 'p')
3222 ('/sphinx/source/docs/user_guide/examples/tools_poly_draw.py', 'module_initializer', 'p1')
3223 ('/sphinx/source/docs/user_guide/examples/tools_poly_draw.py', 'module_initializer', 'l1')
3224 ('/sphinx/source/docs/user_guide/examples/tools_poly_draw.py', 'module_initializer', 'draw_tool_p1')
3225 ('/sphinx/source/docs/user_guide/examples/tools_poly_draw.py', 'module_initializer', 'draw_tool_l1')
3226 ('/sphinx/source/docs/user_guide/examples/tools_position_toolbar.py', 'module_initializer', 'p')
3227 ('/sphinx/source/docs/user_guide/examples/tools_position_toolbar_clash.py', 'module_initializer', 'p')
3228 ('/sphinx/source/docs/user_guide/examples/tools_hover_tooltips_image.py', 'module_initializer', 'ramp')
3229 ('/sphinx/source/docs/user_guide/examples/tools_hover_tooltips_image.py', 'module_initializer', 'steps')
3230 ('/sphinx/source/docs/user_guide/examples/tools_hover_tooltips_image.py', 'module_initializer', 'bitmask')
3231 ('/sphinx/source/docs/user_guide/examples/tools_hover_tooltips_image.py', 'module_initializer', 'data')
3232 ('/sphinx/source/docs/user_guide/examples/tools_hover_tooltips_image.py', 'module_initializer', 'TOOLTIPS')
3233 ('/sphinx/source/docs/user_guide/examples/tools_hover_tooltips_image.py', 'module_initializer', 'p')
3234 ('/examples/howto/structure/structure_graph.py', 'module_initializer', 'f')
3235 ('/examples/howto/structure/structure_graph.py', 'module_initializer', 'K')
3236 ('/sphinx/source/docs/user_guide/examples/interaction_tab_panes.py', 'module_initializer', 'p1')
3237 ('/sphinx/source/docs/user_guide/examples/interaction_tab_panes.py', 'module_initializer', 'tab1')
3238 ('/sphinx/source/docs/user_guide/examples/interaction_tab_panes.py', 'module_initializer', 'p2')
3239 ('/sphinx/source/docs/user_guide/examples/interaction_tab_panes.py', 'module_initializer', 'tab2')
3240 ('/sphinx/source/docs/user_guide/examples/interaction_tab_panes.py', 'module_initializer', 'tabs')
3241 ('/sphinx/source/docs/user_guide/examples/interaction_linked_properties.py', 'module_initializer', 'plot')
3242 ('/sphinx/source/docs/user_guide/examples/interaction_linked_properties.py', 'module_initializer', 'r')
3243 ('/sphinx/source/docs/user_guide/examples/interaction_linked_properties.py', 'module_initializer', 'slider')
3244 ('/sphinx/source/docs/user_guide/examples/styling_grid_bounds.py', 'module_initializer', 'p')
3245 ('/sphinx/source/docs/user_guide/examples/styling_background_fill.py', 'module_initializer', 'p')
3246 ('/sphinx/source/docs/user_guide/examples/categorical_bar_nested_colormapped.py', 'module_initializer', 'fruits')
3247 ('/sphinx/source/docs/user_guide/examples/categorical_bar_nested_colormapped.py', 'module_initializer', 'years')
3248 ('/sphinx/source/docs/user_guide/examples/categorical_bar_nested_colormapped.py', 'module_initializer', 'data')
3249 ('/sphinx/source/docs/user_guide/examples/categorical_bar_nested_colormapped.py', 'module_initializer', 'palette')
3250 ('/sphinx/source/docs/user_guide/examples/categorical_bar_nested_colormapped.py', 'module_initializer', 'fruit')
3251 ('/sphinx/source/docs/user_guide/examples/categorical_bar_nested_colormapped.py', 'module_initializer', 'year')
3252 ('/sphinx/source/docs/user_guide/examples/categorical_bar_nested_colormapped.py', 'module_initializer', 'x')
3253 ('/sphinx/source/docs/user_guide/examples/categorical_bar_nested_colormapped.py', 'module_initializer', 'counts')
3254 ('/sphinx/source/docs/user_guide/examples/categorical_bar_nested_colormapped.py', 'module_initializer', 'source')
3255 ('/sphinx/source/docs/user_guide/examples/categorical_bar_nested_colormapped.py', 'module_initializer', 'p')
3256 ('/sphinx/source/docs/user_guide/examples/geo_tile_source.py', 'module_initializer', 'tile_provider')
3257 ('/sphinx/source/docs/user_guide/examples/geo_tile_source.py', 'module_initializer', 'p')
3258 ('/sphinx/source/docs/user_guide/examples/categorical_ridgeplot.py', 'module_initializer', 'cats')
3259 ('/sphinx/source/docs/user_guide/examples/categorical_ridgeplot.py', 'module_initializer', 'i')
3260 ('/sphinx/source/docs/user_guide/examples/categorical_ridgeplot.py', 'module_initializer', 'palette')
3261 ('/sphinx/source/docs/user_guide/examples/categorical_ridgeplot.py', 'module_initializer', 'x')
3262 ('/sphinx/source/docs/user_guide/examples/categorical_ridgeplot.py', 'module_initializer', 'source')
