0 ('/sc2/maps.py', 'module_initializer', 'logger')
790 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'DEFILERMPCONSUME_DEFILERMPCONSUME')
791 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'DEFILERMPDARKSWARM_DEFILERMPDARKSWARM')
792 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'DEFILERMPPLAGUE_DEFILERMPPLAGUE')
793 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'DEFILERMPBURROW_BURROWDOWN')
794 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'DEFILERMPBURROW_CANCEL')
795 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'DEFILERMPUNBURROW_BURROWUP')
796 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'QUEENMPENSNARE_QUEENMPENSNARE')
797 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'QUEENMPSPAWNBROODLINGS_QUEENMPSPAWNBROODLINGS')
798 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'QUEENMPINFESTCOMMANDCENTER_QUEENMPINFESTCOMMANDCENTER')
799 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'LIGHTNINGBOMB_LIGHTNINGBOMB')
800 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'GRAPPLE_GRAPPLE')
801 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'ORACLESTASISTRAP_ORACLEBUILDSTASISTRAP')
802 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'BUILD_STASISTRAP')
803 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'CANCEL_STASISTRAP')
804 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'ORACLESTASISTRAPACTIVATE_ACTIVATESTASISWARD')
805 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'SELFREPAIR_SELFREPAIR')
806 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'SELFREPAIR_CANCEL')
807 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'AGGRESSIVEMUTATION_AGGRESSIVEMUTATION')
808 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PARASITICBOMB_PARASITICBOMB')
809 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'ADEPTPHASESHIFT_ADEPTPHASESHIFT')
810 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PURIFICATIONNOVAMORPH_PURIFICATIONNOVA')
811 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PURIFICATIONNOVAMORPHBACK_PURIFICATIONNOVA')
812 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'BEHAVIOR_HOLDFIREON_LURKER')
813 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'BEHAVIOR_HOLDFIREOFF_LURKER')
814 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'LIBERATORMORPHTOAG_LIBERATORAGMODE')
815 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'LIBERATORMORPHTOAA_LIBERATORAAMODE')
816 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'MORPH_LIBERATORAGMODE')
817 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'MORPH_LIBERATORAAMODE')
818 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'TIMESTOP_TIMESTOP')
819 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'TIMESTOP_CANCEL')
820 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'AIURLIGHTBRIDGEABANDONEDNE8OUT_BRIDGEEXTEND')
821 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'AIURLIGHTBRIDGEABANDONEDNE8_BRIDGERETRACT')
822 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'AIURLIGHTBRIDGEABANDONEDNE10OUT_BRIDGEEXTEND')
823 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'AIURLIGHTBRIDGEABANDONEDNE10_BRIDGERETRACT')
824 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'AIURLIGHTBRIDGEABANDONEDNE12OUT_BRIDGEEXTEND')
825 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'AIURLIGHTBRIDGEABANDONEDNE12_BRIDGERETRACT')
826 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'AIURLIGHTBRIDGEABANDONEDNW8OUT_BRIDGEEXTEND')
827 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'AIURLIGHTBRIDGEABANDONEDNW8_BRIDGERETRACT')
828 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'AIURLIGHTBRIDGEABANDONEDNW10OUT_BRIDGEEXTEND')
829 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'AIURLIGHTBRIDGEABANDONEDNW10_BRIDGERETRACT')
830 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'AIURLIGHTBRIDGEABANDONEDNW12OUT_BRIDGEEXTEND')
831 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'AIURLIGHTBRIDGEABANDONEDNW12_BRIDGERETRACT')
832 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'KD8CHARGE_KD8CHARGE')
833 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PENETRATINGSHOT_PENETRATINGSHOT')
834 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'CLOAKINGDRONE_CLOAKINGDRONE')
835 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'CANCEL_ADEPTPHASESHIFT')
836 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'CANCEL_ADEPTSHADEPHASESHIFT')
837 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'SLAYNELEMENTALGRAB_SLAYNELEMENTALGRAB')
838 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'MORPHTOCOLLAPSIBLEPURIFIERTOWERDEBRIS_CANCEL')
839 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PORTCITY_BRIDGE_UNITNE8OUT_BRIDGEEXTEND')
840 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PORTCITY_BRIDGE_UNITNE8_BRIDGERETRACT')
841 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PORTCITY_BRIDGE_UNITSE8OUT_BRIDGEEXTEND')
842 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PORTCITY_BRIDGE_UNITSE8_BRIDGERETRACT')
843 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PORTCITY_BRIDGE_UNITNW8OUT_BRIDGEEXTEND')
844 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PORTCITY_BRIDGE_UNITNW8_BRIDGERETRACT')
845 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PORTCITY_BRIDGE_UNITSW8OUT_BRIDGEEXTEND')
846 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PORTCITY_BRIDGE_UNITSW8_BRIDGERETRACT')
847 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PORTCITY_BRIDGE_UNITNE10OUT_BRIDGEEXTEND')
848 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PORTCITY_BRIDGE_UNITNE10_BRIDGERETRACT')
849 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PORTCITY_BRIDGE_UNITSE10OUT_BRIDGEEXTEND')
850 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PORTCITY_BRIDGE_UNITSE10_BRIDGERETRACT')
851 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PORTCITY_BRIDGE_UNITNW10OUT_BRIDGEEXTEND')
852 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PORTCITY_BRIDGE_UNITNW10_BRIDGERETRACT')
853 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PORTCITY_BRIDGE_UNITSW10OUT_BRIDGEEXTEND')
854 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PORTCITY_BRIDGE_UNITSW10_BRIDGERETRACT')
855 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PORTCITY_BRIDGE_UNITNE12OUT_BRIDGEEXTEND')
856 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PORTCITY_BRIDGE_UNITNE12_BRIDGERETRACT')
857 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PORTCITY_BRIDGE_UNITSE12OUT_BRIDGEEXTEND')
858 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PORTCITY_BRIDGE_UNITSE12_BRIDGERETRACT')
859 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PORTCITY_BRIDGE_UNITNW12OUT_BRIDGEEXTEND')
860 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PORTCITY_BRIDGE_UNITNW12_BRIDGERETRACT')
861 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PORTCITY_BRIDGE_UNITSW12OUT_BRIDGEEXTEND')
862 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PORTCITY_BRIDGE_UNITSW12_BRIDGERETRACT')
863 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PORTCITY_BRIDGE_UNITN8OUT_BRIDGEEXTEND')
864 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PORTCITY_BRIDGE_UNITN8_BRIDGERETRACT')
865 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PORTCITY_BRIDGE_UNITS8OUT_BRIDGEEXTEND')
866 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PORTCITY_BRIDGE_UNITS8_BRIDGERETRACT')
867 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PORTCITY_BRIDGE_UNITE8OUT_BRIDGEEXTEND')
868 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PORTCITY_BRIDGE_UNITE8_BRIDGERETRACT')
869 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PORTCITY_BRIDGE_UNITW8OUT_BRIDGEEXTEND')
870 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PORTCITY_BRIDGE_UNITW8_BRIDGERETRACT')
871 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PORTCITY_BRIDGE_UNITN10OUT_BRIDGEEXTEND')
872 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PORTCITY_BRIDGE_UNITN10_BRIDGERETRACT')
873 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PORTCITY_BRIDGE_UNITS10OUT_BRIDGEEXTEND')
874 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PORTCITY_BRIDGE_UNITS10_BRIDGERETRACT')
875 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PORTCITY_BRIDGE_UNITE10OUT_BRIDGEEXTEND')
876 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PORTCITY_BRIDGE_UNITE10_BRIDGERETRACT')
877 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PORTCITY_BRIDGE_UNITW10OUT_BRIDGEEXTEND')
878 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PORTCITY_BRIDGE_UNITW10_BRIDGERETRACT')
879 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PORTCITY_BRIDGE_UNITN12OUT_BRIDGEEXTEND')
880 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PORTCITY_BRIDGE_UNITN12_BRIDGERETRACT')
881 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PORTCITY_BRIDGE_UNITS12OUT_BRIDGEEXTEND')
882 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PORTCITY_BRIDGE_UNITS12_BRIDGERETRACT')
883 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PORTCITY_BRIDGE_UNITE12OUT_BRIDGEEXTEND')
884 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PORTCITY_BRIDGE_UNITE12_BRIDGERETRACT')
885 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PORTCITY_BRIDGE_UNITW12OUT_BRIDGEEXTEND')
886 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PORTCITY_BRIDGE_UNITW12_BRIDGERETRACT')
887 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'TEMPESTDISRUPTIONBLAST_TEMPESTDISRUPTIONBLAST')
888 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'CANCEL_TEMPESTDISRUPTIONBLAST')
889 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'EFFECT_SHADOWSTRIDE')
890 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'EFFECT_SPAWNLOCUSTS')
891 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'LOCUSTMPFLYINGSWOOPATTACK_LOCUSTMPFLYINGSWOOP')
892 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'MORPH_OVERLORDTRANSPORT')
893 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'CANCEL_MORPHOVERLORDTRANSPORT')
894 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'EFFECT_GHOSTSNIPE')
895 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PURIFYMORPHPYLON_MOTHERSHIPCOREWEAPON')
896 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PURIFYMORPHPYLONBACK_MOTHERSHIPCOREWEAPON')
897 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'RESEARCH_SHADOWSTRIKE')
898 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'HEAL_MEDICHEAL')
899 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'LURKERASPECT_LURKER')
900 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'LURKERASPECT_CANCEL')
901 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'BURROWLURKERDOWN_BURROWDOWN')
902 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'BURROWLURKERDOWN_CANCEL')
903 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'BURROWLURKERUP_BURROWUP')
904 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'D8CHARGE_D8CHARGE')
905 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'DEFENSIVEMATRIX_DEFENSIVEMATRIX')
906 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'MISSILEPODS_MISSILEPODS')
907 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'LOKIMISSILEPODS_MISSILEPODS')
908 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'HUTTRANSPORT_HUTLOAD')
909 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'HUTTRANSPORT_HUTUNLOADALL')
910 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'LEVIATHANSPAWNBROODLORD_SPAWNBROODLORD')
911 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'SS_CARRIERBOSSATTACKLAUNCH_SS_SHOOTING')
912 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'SS_CARRIERSPAWNINTERCEPTOR_SS_CARRIERSPAWNINTERCEPTOR')
913 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'SS_CARRIERBOSSATTACKTARGET_SS_SHOOTING')
914 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'SS_FIGHTERBOMB_SS_FIGHTERBOMB')
915 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'SS_PHOENIXSHOOTING_SS_SHOOTING')
916 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'SS_BATTLECRUISERMISSILEATTACK_SS_SHOOTING')
917 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'SS_LEVIATHANSPAWNBOMBS_SS_LEVIATHANSPAWNBOMBS')
918 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'SS_BATTLECRUISERHUNTERSEEKERATTACK_SS_SHOOTING')
919 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'SS_LEVIATHANTENTACLEATTACKL1NODELAY_SS_LEVIATHANTENTACLEATTACKL1NODELAY')
920 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'SS_LEVIATHANTENTACLEATTACKL2NODELAY_SS_LEVIATHANTENTACLEATTACKL2NODELAY')
921 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'SS_LEVIATHANTENTACLEATTACKR1NODELAY_SS_LEVIATHANTENTACLEATTACKR1NODELAY')
922 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'SS_LEVIATHANTENTACLEATTACKR2NODELAY_SS_LEVIATHANTENTACLEATTACKR2NODELAY')
923 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'SS_SCIENCEVESSELTELEPORT_ZERATULBLINK')
924 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'SS_TERRATRONBEAMATTACK_SS_TERRATRONBEAMATTACK')
925 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'SS_TERRATRONSAWATTACK_SS_TERRATRONSAWATTACK')
926 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'SS_WRAITHATTACK_SS_SHOOTING')
927 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'SS_SWARMGUARDIANATTACK_SS_SHOOTING')
928 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'SS_SCOUTATTACK_SS_SHOOTING')
929 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'SS_INTERCEPTORATTACK_SS_SHOOTING')
930 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'SS_CORRUPTORATTACK_SS_SHOOTING')
931 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'SS_LEVIATHANTENTACLEATTACKL2_SS_LEVIATHANTENTACLEATTACKL2')
932 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'SS_LEVIATHANTENTACLEATTACKR1_SS_LEVIATHANTENTACLEATTACKR1')
933 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'SS_LEVIATHANTENTACLEATTACKL1_SS_LEVIATHANTENTACLEATTACKL1')
934 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'SS_LEVIATHANTENTACLEATTACKR2_SS_LEVIATHANTENTACLEATTACKR2')
935 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'SS_SCIENCEVESSELATTACK_SS_SHOOTING')
936 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'LURKERASPECTFROMHYDRALISKBURROWED_LURKERFROMHYDRALISKBURROWED')
937 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'LURKERASPECTFROMHYDRALISKBURROWED_CANCEL')
938 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'UPGRADETOLURKERDEN_LURKERDEN')
939 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'UPGRADETOLURKERDEN_CANCEL')
940 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'ADVANCEDCONSTRUCTION_CANCEL')
941 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'BUILDINPROGRESSNONCANCELLABLE_CANCEL')
942 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'INFESTEDVENTSPAWNCORRUPTOR_SPAWNCORRUPTOR')
943 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'INFESTEDVENTSPAWNBROODLORD_SPAWNBROODLORD')
944 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'IRRADIATE_IRRADIATE')
945 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'IRRADIATE_CANCEL')
946 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'INFESTEDVENTSPAWNMUTALISK_LEVIATHANSPAWNMUTALISK')
947 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'MAKEVULTURESPIDERMINES_SPIDERMINEREPLENISH')
948 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'MEDIVACDOUBLEBEAMHEAL_HEAL')
949 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'MINDCONTROL_MINDCONTROL')
950 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'OBLITERATE_OBLITERATE')
951 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'VOODOOSHIELD_VOODOOSHIELD')
952 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'RELEASEMINION_RELEASEMINION')
953 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'ULTRASONICPULSE_ULTRASONICPULSE')
954 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'ARCHIVESEAL_ARCHIVESEAL')
955 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'ARTANISVORTEX_VORTEX')
956 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'ARTANISWORMHOLETRANSIT_WORMHOLETRANSIT')
957 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'BUNKERATTACK_BUNKERATTACK')
958 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'BUNKERATTACK_ATTACKTOWARDS')
959 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'BUNKERATTACK_ATTACKBARRAGE')
960 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'BUNKERSTOP_STOPBUNKER')
961 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'BUNKERSTOP_HOLDFIRESPECIAL')
962 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'CANCELTERRAZINEHARVEST_CANCEL')
963 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'LEVIATHANSPAWNMUTALISK_LEVIATHANSPAWNMUTALISK')
964 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PARKCOLONISTVEHICLE_PARKCOLONISTVEHICLE')
965 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'STARTCOLONISTVEHICLE_STARTCOLONISTVEHICLE')
966 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'CONSUMPTION_CONSUMPTION')
967 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'CONSUMEDNA_CONSUMEDNA')
968 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'EGGPOP_EGGPOP')
969 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'EXPERIMENTALPLASMAGUN_EXPERIMENTALPLASMAGUN')
970 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'GATHERSPECIALOBJECT_GATHERSPECIALOBJECT')
971 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'LOKIUNDOCK_LIFT')
972 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'MINDBLAST_MINDBLAST')
973 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'MORPHTOINFESTEDCIVILIAN_MORPHTOINFESTEDCIVILIAN')
974 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'QUEENSHOCKWAVE_QUEENSHOCKWAVE')
975 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'TAURENOUTHOUSELIFTOFF_TAURENOUTHOUSEFLY')
976 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'TAURENOUTHOUSETRANSPORT_LOADTAURENOUTHOUSE')
977 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'TAURENOUTHOUSETRANSPORT_UNLOADTAURENOUTHOUSE')
978 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'TYCHUS03OMEGASTORM_OMEGASTORM')
979 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'RAYNORSNIPE_RAYNORSNIPE')
980 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'BONESHEAL_BONESHEAL')
981 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'BONESTOSSGRENADE_TOSSGRENADETYCHUS')
982 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'HERCULESTRANSPORT_MEDIVACLOAD')
983 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'HERCULESTRANSPORT_MEDIVACUNLOADALL')
984 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'SPECOPSDROPSHIPTRANSPORT_MEDIVACLOAD')
985 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'SPECOPSDROPSHIPTRANSPORT_MEDIVACUNLOADALL')
986 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'DUSKWINGBANSHEECLOAKINGFIELD_CLOAKONBANSHEE')
987 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'DUSKWINGBANSHEECLOAKINGFIELD_CLOAKOFF')
988 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'HYPERIONYAMATOSPECIAL_HYPERIONYAMATOGUN')
989 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'INFESTABLEHUTTRANSPORT_HUTLOAD')
990 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'INFESTABLEHUTTRANSPORT_HUTUNLOADALL')
991 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'DUTCHPLACETURRET_DUTCHPLACETURRET')
992 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'BURROWINFESTEDCIVILIANDOWN_BURROWDOWN')
993 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'BURROWINFESTEDCIVILIANUP_BURROWUP')
994 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'SELENDISHANGAR_INTERCEPTOR')
995 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'SIEGEBREAKERSIEGE_SIEGEMODE')
996 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'SIEGEBREAKERUNSIEGE_UNSIEGE')
997 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'SOULCHANNEL_CANCEL')
998 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'SENTRYGUNBURROW_BURROWTURRET')
999 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'SENTRYGUNUNBURROW_UNBURROWTURRET')
1000 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'GRAVITONPRISON_GRAVITONPRISON')
1001 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'IMPLOSION_IMPLOSION')
1002 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'OMEGASTORM_OMEGASTORM')
1003 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PSIONICSHOCKWAVE_PSIONICSHOCKWAVE')
