0 ('/wemake_python_styleguide/visitors/ast/naming.py', 'module_initializer', '_VariableDef')
704 ('/wemake_python_styleguide/violations/oop.py', 'WrongSlotsViolation_class_initializer', 'error_template')
705 ('/wemake_python_styleguide/violations/oop.py', 'WrongSlotsViolation_class_initializer', 'code')
706 ('/wemake_python_styleguide/violations/oop.py', 'WrongSlotsViolation_class_initializer', 'previous_codes')
707 ('/wemake_python_styleguide/violations/oop.py', 'WrongSuperCallViolation_class_initializer', 'error_template')
708 ('/wemake_python_styleguide/violations/oop.py', 'WrongSuperCallViolation_class_initializer', 'code')
709 ('/wemake_python_styleguide/violations/oop.py', 'WrongSuperCallViolation_class_initializer', 'previous_codes')
710 ('/wemake_python_styleguide/violations/oop.py', 'DirectMagicAttributeAccessViolation_class_initializer', 'error_template')
711 ('/wemake_python_styleguide/violations/oop.py', 'DirectMagicAttributeAccessViolation_class_initializer', 'code')
712 ('/wemake_python_styleguide/violations/oop.py', 'DirectMagicAttributeAccessViolation_class_initializer', 'previous_codes')
713 ('/wemake_python_styleguide/violations/oop.py', 'AsyncMagicMethodViolation_class_initializer', 'error_template')
714 ('/wemake_python_styleguide/violations/oop.py', 'AsyncMagicMethodViolation_class_initializer', 'code')
715 ('/wemake_python_styleguide/violations/oop.py', 'YieldMagicMethodViolation_class_initializer', 'error_template')
716 ('/wemake_python_styleguide/violations/oop.py', 'YieldMagicMethodViolation_class_initializer', 'code')
717 ('/wemake_python_styleguide/violations/oop.py', 'YieldMagicMethodViolation_class_initializer', 'previous_codes')
718 ('/wemake_python_styleguide/violations/oop.py', 'UselessOverwrittenMethodViolation_class_initializer', 'error_template')
719 ('/wemake_python_styleguide/violations/oop.py', 'UselessOverwrittenMethodViolation_class_initializer', 'code')
720 ('/wemake_python_styleguide/violations/oop.py', 'WrongSuperCallAccessViolation_class_initializer', 'error_template')
721 ('/wemake_python_styleguide/violations/oop.py', 'WrongSuperCallAccessViolation_class_initializer', 'code')
722 ('/wemake_python_styleguide/violations/oop.py', 'WrongDescriptorDecoratorViolation_class_initializer', 'error_template')
723 ('/wemake_python_styleguide/violations/oop.py', 'WrongDescriptorDecoratorViolation_class_initializer', 'code')
724 ('/wemake_python_styleguide/visitors/base.py', '__init__', 'kwargs')
725 ('/wemake_python_styleguide/visitors/base.py', '__init__', 'self')
726 ('/wemake_python_styleguide/visitors/base.py', '__init__', 'options')
727 ('/wemake_python_styleguide/visitors/base.py', '__init__', 'tree')
728 ('/wemake_python_styleguide/visitors/base.py', 'run', 'self')
729 ('/docs/conf.py', '_get_project_meta', 'file_contents')
730 ('/docs/conf.py', '_get_project_meta', '_get_project_meta_ret')
731 ('/wemake_python_styleguide/version.py', '_get_version', 'dist_name')
732 ('/wemake_python_styleguide/version.py', '_get_version', '_get_version_ret')
733 ('/wemake_python_styleguide/visitors/base.py', '__init__', 'filename')
734 ('/wemake_python_styleguide/visitors/base.py', 'visit', 'self')
735 ('/wemake_python_styleguide/visitors/base.py', 'visit', 'tree')
736 ('/wemake_python_styleguide/visitors/base.py', 'visit', 'visit_ret')
737 ('/wemake_python_styleguide/transformations/ast_tree.py', 'transform', 'tree')
738 ('/wemake_python_styleguide/transformations/ast_tree.py', 'transform', 'pipeline')
739 ('/wemake_python_styleguide/transformations/ast_tree.py', 'transform', 'transformation')
740 ('/wemake_python_styleguide/transformations/ast_tree.py', 'transform', 'transform_ret')
741 ('/wemake_python_styleguide/compat/routing.py', 'route_visit', 'self')
742 ('/wemake_python_styleguide/compat/routing.py', 'route_visit', 'node')
743 ('/wemake_python_styleguide/compat/routing.py', 'route_visit', 'type_name')
744 ('/wemake_python_styleguide/compat/routing.py', 'route_visit', 'route_visit_ret')
745 ('/wemake_python_styleguide/transformations/ast_tree.py', '_set_parent', 'tree')
746 ('/wemake_python_styleguide/transformations/ast_tree.py', '_set_parent', 'statement')
747 ('/wemake_python_styleguide/transformations/ast_tree.py', '_set_parent', 'child')
748 ('/wemake_python_styleguide/transformations/ast_tree.py', '_set_parent', '_set_parent_ret')
749 ('/wemake_python_styleguide/transformations/ast_tree.py', '_set_function_type', 'tree')
750 ('/wemake_python_styleguide/transformations/ast_tree.py', '_set_function_type', 'transformer')
751 ('/wemake_python_styleguide/transformations/ast_tree.py', '_set_function_type', '_set_function_type_ret')
752 ('/wemake_python_styleguide/transformations/ast/bugfixes.py', 'fix_async_offset', 'tree')
753 ('/wemake_python_styleguide/transformations/ast/bugfixes.py', 'fix_async_offset', 'nodes_to_fix')
754 ('/wemake_python_styleguide/transformations/ast/bugfixes.py', 'fix_async_offset', 'node')
755 ('/wemake_python_styleguide/transformations/ast/bugfixes.py', 'fix_async_offset', 'error')
756 ('/wemake_python_styleguide/transformations/ast/bugfixes.py', 'fix_async_offset', 'fix_async_offset_ret')
757 ('/wemake_python_styleguide/transformations/ast/bugfixes.py', 'fix_line_number', 'tree')
758 ('/wemake_python_styleguide/transformations/ast/bugfixes.py', 'fix_line_number', 'affected')
759 ('/wemake_python_styleguide/transformations/ast/bugfixes.py', 'fix_line_number', 'node')
760 ('/wemake_python_styleguide/transformations/ast/bugfixes.py', 'fix_line_number', 'parent_lineno')
761 ('/wemake_python_styleguide/transformations/ast/bugfixes.py', 'fix_line_number', 'fix_line_number_ret')
762 ('/wemake_python_styleguide/transformations/ast/enhancements.py', 'set_node_context', 'tree')
763 ('/wemake_python_styleguide/transformations/ast/enhancements.py', 'set_node_context', 'statement')
764 ('/wemake_python_styleguide/transformations/ast/enhancements.py', 'set_node_context', 'current_context')
765 ('/wemake_python_styleguide/transformations/ast/enhancements.py', 'set_node_context', 'set_node_context_ret')
766 ('/wemake_python_styleguide/transformations/ast/enhancements.py', 'set_if_chain', 'tree')
767 ('/wemake_python_styleguide/transformations/ast/enhancements.py', 'set_if_chain', 'statement')
768 ('/wemake_python_styleguide/transformations/ast/enhancements.py', 'set_if_chain', 'set_if_chain_ret')
769 ('/wemake_python_styleguide/transformations/ast_tree.py', '__init__', 'self')
770 ('/wemake_python_styleguide/transformations/ast_tree.py', '__init__', 'transformer')
771 ('/wemake_python_styleguide/logic/nodes.py', 'get_parent', 'node')
772 ('/wemake_python_styleguide/logic/nodes.py', 'get_parent', 'get_parent_ret')
773 ('/wemake_python_styleguide/transformations/ast/enhancements.py', '_find_context', 'node')
774 ('/wemake_python_styleguide/transformations/ast/enhancements.py', '_find_context', 'contexts')
775 ('/wemake_python_styleguide/transformations/ast/enhancements.py', '_find_context', 'parent')
776 ('/wemake_python_styleguide/transformations/ast/enhancements.py', '_apply_if_statement', 'statement')
777 ('/wemake_python_styleguide/transformations/ast/enhancements.py', '_apply_if_statement', 'child')
778 ('/wemake_python_styleguide/visitors/base.py', '__init__', 'file_tokens')
779 ('/wemake_python_styleguide/visitors/base.py', 'run', 'token')
780 ('/wemake_python_styleguide/visitors/base.py', 'visit', 'token')
781 ('/wemake_python_styleguide/visitors/base.py', 'visit', 'token_type')
782 ('/wemake_python_styleguide/visitors/base.py', 'visit', 'method')
783 ('/wemake_python_styleguide/visitors/ast/keywords.py', 'visit', 'self')
784 ('/wemake_python_styleguide/visitors/ast/keywords.py', 'visit', 'node')
785 ('/wemake_python_styleguide/visitors/ast/keywords.py', '_check_keyword', 'self')
786 ('/wemake_python_styleguide/visitors/ast/keywords.py', '_check_keyword', 'node')
787 ('/wemake_python_styleguide/visitors/ast/keywords.py', '_check_keyword', 'message')
788 ('/wemake_python_styleguide/violations/base.py', '__init__', 'baseline')
789 ('/wemake_python_styleguide/violations/base.py', '__init__', 'text')
790 ('/wemake_python_styleguide/violations/base.py', '__init__', 'self')
791 ('/wemake_python_styleguide/violations/base.py', '__init__', 'node')
792 ('/wemake_python_styleguide/visitors/base.py', 'add_violation', 'self')
793 ('/wemake_python_styleguide/visitors/base.py', 'add_violation', 'violation')
794 ('/wemake_python_styleguide/visitors/ast/naming.py', '__init__', 'kwargs')
795 ('/wemake_python_styleguide/visitors/ast/naming.py', '__init__', 'self')
796 ('/wemake_python_styleguide/visitors/ast/naming.py', '__init__', 'args')
797 ('/wemake_python_styleguide/visitors/ast/naming.py', '__init__', 'error_callback')
798 ('/wemake_python_styleguide/visitors/ast/naming.py', '__init__', 'options')
799 ('/wemake_python_styleguide/logic/naming/blacklists.py', 'variable_names_blacklist_from', 'options')
800 ('/wemake_python_styleguide/logic/naming/blacklists.py', 'variable_names_blacklist_from', 'variable_names_blacklist')
801 ('/wemake_python_styleguide/logic/naming/blacklists.py', 'variable_names_blacklist_from', 'variable_names_blacklist_from_ret')
802 ('/wemake_python_styleguide/visitors/ast/imports.py', '__init__', 'kwargs')
803 ('/wemake_python_styleguide/visitors/ast/imports.py', '__init__', 'self')
804 ('/wemake_python_styleguide/visitors/ast/imports.py', '__init__', 'args')
805 ('/wemake_python_styleguide/visitors/ast/imports.py', '__init__', 'error_callback')
806 ('/wemake_python_styleguide/visitors/ast/imports.py', '__init__', 'options')
807 ('/wemake_python_styleguide/visitors/ast/imports.py', '_post_visit', 'self')
808 ('/wemake_python_styleguide/visitors/ast/imports.py', 'validate', 'self')
809 ('/wemake_python_styleguide/visitors/ast/imports.py', 'validate', 'first')
810 ('/wemake_python_styleguide/visitors/ast/imports.py', 'validate', 'second')
811 ('/wemake_python_styleguide/visitors/ast/imports.py', '_does_collide', 'self')
812 ('/wemake_python_styleguide/visitors/ast/imports.py', '_does_collide', 'first')
813 ('/wemake_python_styleguide/visitors/ast/imports.py', '_does_collide', 'second')
814 ('/wemake_python_styleguide/visitors/ast/imports.py', '_does_collide', 'first_path')
815 ('/wemake_python_styleguide/visitors/ast/imports.py', '_does_collide', 'second_path')
816 ('/wemake_python_styleguide/visitors/ast/imports.py', '_does_collide', '_does_collide_ret')
817 ('/wemake_python_styleguide/logic/tree/functions.py', 'given_function_called', 'split_modules')
818 ('/wemake_python_styleguide/logic/tree/functions.py', 'given_function_called', 'node')
819 ('/wemake_python_styleguide/logic/tree/functions.py', 'given_function_called', 'to_check')
820 ('/wemake_python_styleguide/logic/tree/functions.py', 'given_function_called', 'function_name')
821 ('/wemake_python_styleguide/logic/tree/functions.py', 'given_function_called', 'given_function_called_ret')
822 ('/wemake_python_styleguide/logic/source.py', 'node_to_string', 'node')
823 ('/wemake_python_styleguide/logic/source.py', 'node_to_string', 'node_to_string_ret')
824 ('/wemake_python_styleguide/visitors/tokenize/comments.py', '__init__', 'kwargs')
825 ('/wemake_python_styleguide/visitors/tokenize/comments.py', '__init__', 'self')
826 ('/wemake_python_styleguide/visitors/tokenize/comments.py', '__init__', 'args')
827 ('/wemake_python_styleguide/visitors/tokenize/comments.py', '_post_visit', 'self')
828 ('/wemake_python_styleguide/visitors/ast/conditions.py', '__init__', 'kwargs')
829 ('/wemake_python_styleguide/visitors/ast/conditions.py', '__init__', 'self')
830 ('/wemake_python_styleguide/visitors/ast/conditions.py', '__init__', 'args')
831 ('/wemake_python_styleguide/violations/base.py', 'node_items', 'self')
832 ('/wemake_python_styleguide/violations/base.py', 'node_items', 'node_items_ret')
833 ('/wemake_python_styleguide/violations/base.py', '_location', 'self')
834 ('/wemake_python_styleguide/violations/base.py', '_location', 'line_number')
835 ('/wemake_python_styleguide/violations/base.py', '_location', 'column_offset')
836 ('/wemake_python_styleguide/violations/base.py', '_location', '_location_ret')
837 ('/wemake_python_styleguide/violations/base.py', 'message', 'self')
838 ('/wemake_python_styleguide/violations/base.py', 'message', 'message_ret')
839 ('/wemake_python_styleguide/violations/base.py', '_full_code', 'self')
840 ('/wemake_python_styleguide/violations/base.py', '_full_code', '_full_code_ret')
841 ('/wemake_python_styleguide/violations/base.py', '_postfix_information', 'self')
842 ('/wemake_python_styleguide/violations/base.py', '_postfix_information', '_postfix_information_ret')
843 ('/wemake_python_styleguide/visitors/ast/complexity/function.py', '__init__', 'kwargs')
844 ('/wemake_python_styleguide/visitors/ast/complexity/function.py', '__init__', 'self')
845 ('/wemake_python_styleguide/visitors/ast/complexity/function.py', '__init__', 'args')
846 ('/wemake_python_styleguide/visitors/ast/complexity/function.py', '_post_visit', 'self')
847 ('/wemake_python_styleguide/visitors/ast/complexity/function.py', '_check_function_signature', 'self')
848 ('/wemake_python_styleguide/visitors/ast/complexity/function.py', '_check_function_signature', 'counter')
849 ('/wemake_python_styleguide/visitors/ast/complexity/function.py', '_check_function_signature', 'limit')
850 ('/wemake_python_styleguide/visitors/ast/complexity/function.py', '_check_function_signature', 'violation')
851 ('/wemake_python_styleguide/visitors/ast/complexity/function.py', '_check_function_signature', 'node')
852 ('/wemake_python_styleguide/visitors/ast/complexity/function.py', '_check_function_signature', 'count')
853 ('/wemake_python_styleguide/visitors/ast/complexity/function.py', '_check_function_internals', 'self')
854 ('/wemake_python_styleguide/visitors/ast/complexity/function.py', '_check_function_internals', 'var_node')
855 ('/wemake_python_styleguide/visitors/ast/complexity/function.py', '_check_function_internals', 'variables')
