0 ('/bokeh/layouts.py', '__iter__', '__iter___ret')
1214 ('/bokeh/palettes.py', 'module_initializer', 'OrRd9')
1215 ('/bokeh/palettes.py', 'module_initializer', 'YlOrRd3')
1216 ('/bokeh/palettes.py', 'module_initializer', 'YlOrRd4')
1217 ('/bokeh/palettes.py', 'module_initializer', 'YlOrRd5')
1218 ('/bokeh/palettes.py', 'module_initializer', 'YlOrRd6')
1219 ('/bokeh/palettes.py', 'module_initializer', 'YlOrRd7')
1220 ('/bokeh/palettes.py', 'module_initializer', 'YlOrRd8')
1221 ('/bokeh/palettes.py', 'module_initializer', 'YlOrRd9')
1222 ('/bokeh/palettes.py', 'module_initializer', 'YlOrBr3')
1223 ('/bokeh/palettes.py', 'module_initializer', 'YlOrBr4')
1224 ('/bokeh/palettes.py', 'module_initializer', 'YlOrBr5')
1225 ('/bokeh/palettes.py', 'module_initializer', 'YlOrBr6')
1226 ('/bokeh/palettes.py', 'module_initializer', 'YlOrBr7')
1227 ('/bokeh/palettes.py', 'module_initializer', 'YlOrBr8')
1228 ('/bokeh/palettes.py', 'module_initializer', 'YlOrBr9')
1229 ('/bokeh/palettes.py', 'module_initializer', 'Purples3')
1230 ('/bokeh/palettes.py', 'module_initializer', 'Purples4')
1231 ('/bokeh/palettes.py', 'module_initializer', 'Purples5')
1232 ('/bokeh/palettes.py', 'module_initializer', 'Purples6')
1233 ('/bokeh/palettes.py', 'module_initializer', 'Purples7')
1234 ('/bokeh/palettes.py', 'module_initializer', 'Purples8')
1235 ('/bokeh/palettes.py', 'module_initializer', 'Purples9')
1236 ('/bokeh/palettes.py', 'module_initializer', 'Purples256')
1237 ('/bokeh/palettes.py', 'module_initializer', 'Blues3')
1238 ('/bokeh/palettes.py', 'module_initializer', 'Blues4')
1239 ('/bokeh/palettes.py', 'module_initializer', 'Blues5')
1240 ('/bokeh/palettes.py', 'module_initializer', 'Blues6')
1241 ('/bokeh/palettes.py', 'module_initializer', 'Blues7')
1242 ('/bokeh/palettes.py', 'module_initializer', 'Blues8')
1243 ('/bokeh/palettes.py', 'module_initializer', 'Blues9')
1244 ('/bokeh/palettes.py', 'module_initializer', 'Blues256')
1245 ('/bokeh/palettes.py', 'module_initializer', 'Greens3')
1246 ('/bokeh/palettes.py', 'module_initializer', 'Greens4')
1247 ('/bokeh/palettes.py', 'module_initializer', 'Greens5')
1248 ('/bokeh/palettes.py', 'module_initializer', 'Greens6')
1249 ('/bokeh/palettes.py', 'module_initializer', 'Greens7')
1250 ('/bokeh/palettes.py', 'module_initializer', 'Greens8')
1251 ('/bokeh/palettes.py', 'module_initializer', 'Greens9')
1252 ('/bokeh/palettes.py', 'module_initializer', 'Greens256')
1253 ('/bokeh/palettes.py', 'module_initializer', 'Oranges3')
1254 ('/bokeh/palettes.py', 'module_initializer', 'Oranges4')
1255 ('/bokeh/palettes.py', 'module_initializer', 'Oranges5')
1256 ('/bokeh/palettes.py', 'module_initializer', 'Oranges6')
1257 ('/bokeh/palettes.py', 'module_initializer', 'Oranges7')
1258 ('/bokeh/palettes.py', 'module_initializer', 'Oranges8')
1259 ('/bokeh/palettes.py', 'module_initializer', 'Oranges9')
1260 ('/bokeh/palettes.py', 'module_initializer', 'Oranges256')
1261 ('/bokeh/palettes.py', 'module_initializer', 'Reds3')
1262 ('/bokeh/palettes.py', 'module_initializer', 'Reds4')
1263 ('/bokeh/palettes.py', 'module_initializer', 'Reds5')
1264 ('/bokeh/palettes.py', 'module_initializer', 'Reds6')
1265 ('/bokeh/palettes.py', 'module_initializer', 'Reds7')
1266 ('/bokeh/palettes.py', 'module_initializer', 'Reds8')
1267 ('/bokeh/palettes.py', 'module_initializer', 'Reds9')
1268 ('/bokeh/palettes.py', 'module_initializer', 'Reds256')
1269 ('/bokeh/palettes.py', 'module_initializer', 'Greys3')
1270 ('/bokeh/palettes.py', 'module_initializer', 'Greys4')
1271 ('/bokeh/palettes.py', 'module_initializer', 'Greys5')
1272 ('/bokeh/palettes.py', 'module_initializer', 'Greys6')
1273 ('/bokeh/palettes.py', 'module_initializer', 'Greys7')
1274 ('/bokeh/palettes.py', 'module_initializer', 'Greys8')
1275 ('/bokeh/palettes.py', 'module_initializer', 'Greys9')
1276 ('/bokeh/palettes.py', 'module_initializer', 'Greys10')
1277 ('/bokeh/palettes.py', 'module_initializer', 'Greys11')
1278 ('/bokeh/palettes.py', 'module_initializer', 'Greys256')
1279 ('/bokeh/palettes.py', 'module_initializer', 'PuOr3')
1280 ('/bokeh/palettes.py', 'module_initializer', 'PuOr4')
1281 ('/bokeh/palettes.py', 'module_initializer', 'PuOr5')
1282 ('/bokeh/palettes.py', 'module_initializer', 'PuOr6')
1283 ('/bokeh/palettes.py', 'module_initializer', 'PuOr7')
1284 ('/bokeh/palettes.py', 'module_initializer', 'PuOr8')
1285 ('/bokeh/palettes.py', 'module_initializer', 'PuOr9')
1286 ('/bokeh/palettes.py', 'module_initializer', 'PuOr10')
1287 ('/bokeh/palettes.py', 'module_initializer', 'PuOr11')
1288 ('/bokeh/palettes.py', 'module_initializer', 'BrBG3')
1289 ('/bokeh/palettes.py', 'module_initializer', 'BrBG4')
1290 ('/bokeh/palettes.py', 'module_initializer', 'BrBG5')
1291 ('/bokeh/palettes.py', 'module_initializer', 'BrBG6')
1292 ('/bokeh/palettes.py', 'module_initializer', 'BrBG7')
1293 ('/bokeh/palettes.py', 'module_initializer', 'BrBG8')
1294 ('/bokeh/palettes.py', 'module_initializer', 'BrBG9')
1295 ('/bokeh/palettes.py', 'module_initializer', 'BrBG10')
1296 ('/bokeh/palettes.py', 'module_initializer', 'BrBG11')
1297 ('/bokeh/palettes.py', 'module_initializer', 'PRGn3')
1298 ('/bokeh/palettes.py', 'module_initializer', 'PRGn4')
1299 ('/bokeh/palettes.py', 'module_initializer', 'PRGn5')
1300 ('/bokeh/palettes.py', 'module_initializer', 'PRGn6')
1301 ('/bokeh/palettes.py', 'module_initializer', 'PRGn7')
1302 ('/bokeh/palettes.py', 'module_initializer', 'PRGn8')
1303 ('/bokeh/palettes.py', 'module_initializer', 'PRGn9')
1304 ('/bokeh/palettes.py', 'module_initializer', 'PRGn10')
1305 ('/bokeh/palettes.py', 'module_initializer', 'PRGn11')
1306 ('/bokeh/palettes.py', 'module_initializer', 'PiYG3')
1307 ('/bokeh/palettes.py', 'module_initializer', 'PiYG4')
1308 ('/bokeh/palettes.py', 'module_initializer', 'PiYG5')
1309 ('/bokeh/palettes.py', 'module_initializer', 'PiYG6')
1310 ('/bokeh/palettes.py', 'module_initializer', 'PiYG7')
1311 ('/bokeh/palettes.py', 'module_initializer', 'PiYG8')
1312 ('/bokeh/palettes.py', 'module_initializer', 'PiYG9')
1313 ('/bokeh/palettes.py', 'module_initializer', 'PiYG10')
1314 ('/bokeh/palettes.py', 'module_initializer', 'PiYG11')
1315 ('/bokeh/palettes.py', 'module_initializer', 'RdBu3')
1316 ('/bokeh/palettes.py', 'module_initializer', 'RdBu4')
1317 ('/bokeh/palettes.py', 'module_initializer', 'RdBu5')
1318 ('/bokeh/palettes.py', 'module_initializer', 'RdBu6')
1319 ('/bokeh/palettes.py', 'module_initializer', 'RdBu7')
1320 ('/bokeh/palettes.py', 'module_initializer', 'RdBu8')
1321 ('/bokeh/palettes.py', 'module_initializer', 'RdBu9')
1322 ('/bokeh/palettes.py', 'module_initializer', 'RdBu10')
1323 ('/bokeh/palettes.py', 'module_initializer', 'RdBu11')
1324 ('/bokeh/palettes.py', 'module_initializer', 'RdGy3')
1325 ('/bokeh/palettes.py', 'module_initializer', 'RdGy4')
1326 ('/bokeh/palettes.py', 'module_initializer', 'RdGy5')
1327 ('/bokeh/palettes.py', 'module_initializer', 'RdGy6')
1328 ('/bokeh/palettes.py', 'module_initializer', 'RdGy7')
1329 ('/bokeh/palettes.py', 'module_initializer', 'RdGy8')
1330 ('/bokeh/palettes.py', 'module_initializer', 'RdGy9')
1331 ('/bokeh/palettes.py', 'module_initializer', 'RdGy10')
1332 ('/bokeh/palettes.py', 'module_initializer', 'RdGy11')
1333 ('/bokeh/palettes.py', 'module_initializer', 'RdYlBu3')
1334 ('/bokeh/palettes.py', 'module_initializer', 'RdYlBu4')
1335 ('/bokeh/palettes.py', 'module_initializer', 'RdYlBu5')
1336 ('/bokeh/palettes.py', 'module_initializer', 'RdYlBu6')
1337 ('/bokeh/palettes.py', 'module_initializer', 'RdYlBu7')
1338 ('/bokeh/palettes.py', 'module_initializer', 'RdYlBu8')
1339 ('/bokeh/palettes.py', 'module_initializer', 'RdYlBu9')
1340 ('/bokeh/palettes.py', 'module_initializer', 'RdYlBu10')
1341 ('/bokeh/palettes.py', 'module_initializer', 'RdYlBu11')
1342 ('/bokeh/palettes.py', 'module_initializer', 'Spectral3')
1343 ('/bokeh/palettes.py', 'module_initializer', 'Spectral4')
1344 ('/bokeh/palettes.py', 'module_initializer', 'Spectral5')
1345 ('/bokeh/palettes.py', 'module_initializer', 'Spectral6')
1346 ('/bokeh/palettes.py', 'module_initializer', 'Spectral7')
1347 ('/bokeh/palettes.py', 'module_initializer', 'Spectral8')
1348 ('/bokeh/palettes.py', 'module_initializer', 'Spectral9')
1349 ('/bokeh/palettes.py', 'module_initializer', 'Spectral10')
1350 ('/bokeh/palettes.py', 'module_initializer', 'Spectral11')
1351 ('/bokeh/palettes.py', 'module_initializer', 'RdYlGn3')
1352 ('/bokeh/palettes.py', 'module_initializer', 'RdYlGn4')
1353 ('/bokeh/palettes.py', 'module_initializer', 'RdYlGn5')
1354 ('/bokeh/palettes.py', 'module_initializer', 'RdYlGn6')
1355 ('/bokeh/palettes.py', 'module_initializer', 'RdYlGn7')
1356 ('/bokeh/palettes.py', 'module_initializer', 'RdYlGn8')
1357 ('/bokeh/palettes.py', 'module_initializer', 'RdYlGn9')
1358 ('/bokeh/palettes.py', 'module_initializer', 'RdYlGn10')
1359 ('/bokeh/palettes.py', 'module_initializer', 'RdYlGn11')
1360 ('/bokeh/palettes.py', 'module_initializer', 'Accent8')
1361 ('/bokeh/palettes.py', 'module_initializer', 'Accent7')
1362 ('/bokeh/palettes.py', 'module_initializer', 'Accent6')
1363 ('/bokeh/palettes.py', 'module_initializer', 'Accent5')
1364 ('/bokeh/palettes.py', 'module_initializer', 'Accent4')
1365 ('/bokeh/palettes.py', 'module_initializer', 'Accent3')
1366 ('/bokeh/palettes.py', 'module_initializer', 'Dark2_8')
1367 ('/bokeh/palettes.py', 'module_initializer', 'Dark2_7')
1368 ('/bokeh/palettes.py', 'module_initializer', 'Dark2_6')
1369 ('/bokeh/palettes.py', 'module_initializer', 'Dark2_5')
1370 ('/bokeh/palettes.py', 'module_initializer', 'Dark2_4')
1371 ('/bokeh/palettes.py', 'module_initializer', 'Dark2_3')
1372 ('/bokeh/palettes.py', 'module_initializer', 'Paired12')
1373 ('/bokeh/palettes.py', 'module_initializer', 'Paired11')
1374 ('/bokeh/palettes.py', 'module_initializer', 'Paired10')
1375 ('/bokeh/palettes.py', 'module_initializer', 'Paired9')
1376 ('/bokeh/palettes.py', 'module_initializer', 'Paired8')
1377 ('/bokeh/palettes.py', 'module_initializer', 'Paired7')
1378 ('/bokeh/palettes.py', 'module_initializer', 'Paired6')
1379 ('/bokeh/palettes.py', 'module_initializer', 'Paired5')
1380 ('/bokeh/palettes.py', 'module_initializer', 'Paired4')
1381 ('/bokeh/palettes.py', 'module_initializer', 'Paired3')
1382 ('/bokeh/palettes.py', 'module_initializer', 'Pastel1_9')
1383 ('/bokeh/palettes.py', 'module_initializer', 'Pastel1_8')
1384 ('/bokeh/palettes.py', 'module_initializer', 'Pastel1_7')
1385 ('/bokeh/palettes.py', 'module_initializer', 'Pastel1_6')
1386 ('/bokeh/palettes.py', 'module_initializer', 'Pastel1_5')
1387 ('/bokeh/palettes.py', 'module_initializer', 'Pastel1_4')
1388 ('/bokeh/palettes.py', 'module_initializer', 'Pastel1_3')
1389 ('/bokeh/palettes.py', 'module_initializer', 'Pastel2_8')
1390 ('/bokeh/palettes.py', 'module_initializer', 'Pastel2_7')
1391 ('/bokeh/palettes.py', 'module_initializer', 'Pastel2_6')
1392 ('/bokeh/palettes.py', 'module_initializer', 'Pastel2_5')
1393 ('/bokeh/palettes.py', 'module_initializer', 'Pastel2_4')
1394 ('/bokeh/palettes.py', 'module_initializer', 'Pastel2_3')
1395 ('/bokeh/palettes.py', 'module_initializer', 'Set1_9')
1396 ('/bokeh/palettes.py', 'module_initializer', 'Set1_8')
1397 ('/bokeh/palettes.py', 'module_initializer', 'Set1_7')
1398 ('/bokeh/palettes.py', 'module_initializer', 'Set1_6')
1399 ('/bokeh/palettes.py', 'module_initializer', 'Set1_5')
1400 ('/bokeh/palettes.py', 'module_initializer', 'Set1_4')
1401 ('/bokeh/palettes.py', 'module_initializer', 'Set1_3')
1402 ('/bokeh/palettes.py', 'module_initializer', 'Set2_8')
1403 ('/bokeh/palettes.py', 'module_initializer', 'Set2_7')
1404 ('/bokeh/palettes.py', 'module_initializer', 'Set2_6')
1405 ('/bokeh/palettes.py', 'module_initializer', 'Set2_5')
1406 ('/bokeh/palettes.py', 'module_initializer', 'Set2_4')
1407 ('/bokeh/palettes.py', 'module_initializer', 'Set2_3')
1408 ('/bokeh/palettes.py', 'module_initializer', 'Set3_12')
1409 ('/bokeh/palettes.py', 'module_initializer', 'Set3_11')
1410 ('/bokeh/palettes.py', 'module_initializer', 'Set3_10')
1411 ('/bokeh/palettes.py', 'module_initializer', 'Set3_9')
1412 ('/bokeh/palettes.py', 'module_initializer', 'Set3_8')
1413 ('/bokeh/palettes.py', 'module_initializer', 'Set3_7')
1414 ('/bokeh/palettes.py', 'module_initializer', 'Set3_6')
1415 ('/bokeh/palettes.py', 'module_initializer', 'Set3_5')
1416 ('/bokeh/palettes.py', 'module_initializer', 'Set3_4')
1417 ('/bokeh/palettes.py', 'module_initializer', 'Set3_3')
1418 ('/bokeh/palettes.py', 'module_initializer', 'Inferno3')
1419 ('/bokeh/palettes.py', 'module_initializer', 'Inferno4')
1420 ('/bokeh/palettes.py', 'module_initializer', 'Inferno5')
1421 ('/bokeh/palettes.py', 'module_initializer', 'Inferno6')
1422 ('/bokeh/palettes.py', 'module_initializer', 'Inferno7')
1423 ('/bokeh/palettes.py', 'module_initializer', 'Inferno8')
1424 ('/bokeh/palettes.py', 'module_initializer', 'Inferno9')
1425 ('/bokeh/palettes.py', 'module_initializer', 'Inferno10')
1426 ('/bokeh/palettes.py', 'module_initializer', 'Inferno11')
1427 ('/bokeh/palettes.py', 'module_initializer', 'Inferno256')
1428 ('/bokeh/palettes.py', 'module_initializer', 'Magma3')
1429 ('/bokeh/palettes.py', 'module_initializer', 'Magma4')
1430 ('/bokeh/palettes.py', 'module_initializer', 'Magma5')
1431 ('/bokeh/palettes.py', 'module_initializer', 'Magma6')
1432 ('/bokeh/palettes.py', 'module_initializer', 'Magma7')
1433 ('/bokeh/palettes.py', 'module_initializer', 'Magma8')
1434 ('/bokeh/palettes.py', 'module_initializer', 'Magma9')
1435 ('/bokeh/palettes.py', 'module_initializer', 'Magma10')
1436 ('/bokeh/palettes.py', 'module_initializer', 'Magma11')
1437 ('/bokeh/palettes.py', 'module_initializer', 'Magma256')
1438 ('/bokeh/palettes.py', 'module_initializer', 'Plasma3')
1439 ('/bokeh/palettes.py', 'module_initializer', 'Plasma4')
1440 ('/bokeh/palettes.py', 'module_initializer', 'Plasma5')
1441 ('/bokeh/palettes.py', 'module_initializer', 'Plasma6')
1442 ('/bokeh/palettes.py', 'module_initializer', 'Plasma7')
1443 ('/bokeh/palettes.py', 'module_initializer', 'Plasma8')
1444 ('/bokeh/palettes.py', 'module_initializer', 'Plasma9')
1445 ('/bokeh/palettes.py', 'module_initializer', 'Plasma10')
1446 ('/bokeh/palettes.py', 'module_initializer', 'Plasma11')
1447 ('/bokeh/palettes.py', 'module_initializer', 'Plasma256')
1448 ('/bokeh/palettes.py', 'module_initializer', 'Viridis3')
1449 ('/bokeh/palettes.py', 'module_initializer', 'Viridis4')
1450 ('/bokeh/palettes.py', 'module_initializer', 'Viridis5')
1451 ('/bokeh/palettes.py', 'module_initializer', 'Viridis6')
1452 ('/bokeh/palettes.py', 'module_initializer', 'Viridis7')
1453 ('/bokeh/palettes.py', 'module_initializer', 'Viridis8')
1454 ('/bokeh/palettes.py', 'module_initializer', 'Viridis9')
1455 ('/bokeh/palettes.py', 'module_initializer', 'Viridis10')
1456 ('/bokeh/palettes.py', 'module_initializer', 'Viridis11')
1457 ('/bokeh/palettes.py', 'module_initializer', 'Viridis256')
1458 ('/bokeh/palettes.py', 'module_initializer', 'Cividis3')
1459 ('/bokeh/palettes.py', 'module_initializer', 'Cividis4')
1460 ('/bokeh/palettes.py', 'module_initializer', 'Cividis5')
1461 ('/bokeh/palettes.py', 'module_initializer', 'Cividis6')
1462 ('/bokeh/palettes.py', 'module_initializer', 'Cividis7')
1463 ('/bokeh/palettes.py', 'module_initializer', 'Cividis8')
1464 ('/bokeh/palettes.py', 'module_initializer', 'Cividis9')
1465 ('/bokeh/palettes.py', 'module_initializer', 'Cividis10')
1466 ('/bokeh/palettes.py', 'module_initializer', 'Cividis11')
1467 ('/bokeh/palettes.py', 'module_initializer', 'Cividis256')
1468 ('/bokeh/palettes.py', 'module_initializer', 'Turbo3')
1469 ('/bokeh/palettes.py', 'module_initializer', 'Turbo4')
1470 ('/bokeh/palettes.py', 'module_initializer', 'Turbo5')
1471 ('/bokeh/palettes.py', 'module_initializer', 'Turbo6')
1472 ('/bokeh/palettes.py', 'module_initializer', 'Turbo7')
1473 ('/bokeh/palettes.py', 'module_initializer', 'Turbo8')
1474 ('/bokeh/palettes.py', 'module_initializer', 'Turbo9')
1475 ('/bokeh/palettes.py', 'module_initializer', 'Turbo10')
1476 ('/bokeh/palettes.py', 'module_initializer', 'Turbo11')
1477 ('/bokeh/palettes.py', 'module_initializer', 'Turbo256')
1478 ('/bokeh/palettes.py', 'module_initializer', 'Category10_10')
1479 ('/bokeh/palettes.py', 'module_initializer', 'Category10_9')
1480 ('/bokeh/palettes.py', 'module_initializer', 'Category10_8')
1481 ('/bokeh/palettes.py', 'module_initializer', 'Category10_7')
1482 ('/bokeh/palettes.py', 'module_initializer', 'Category10_6')
1483 ('/bokeh/palettes.py', 'module_initializer', 'Category10_5')
1484 ('/bokeh/palettes.py', 'module_initializer', 'Category10_4')
1485 ('/bokeh/palettes.py', 'module_initializer', 'Category10_3')
1486 ('/bokeh/palettes.py', 'module_initializer', 'Category20_20')
1487 ('/bokeh/palettes.py', 'module_initializer', 'Category20_19')
1488 ('/bokeh/palettes.py', 'module_initializer', 'Category20_18')
1489 ('/bokeh/palettes.py', 'module_initializer', 'Category20_17')
1490 ('/bokeh/palettes.py', 'module_initializer', 'Category20_16')
1491 ('/bokeh/palettes.py', 'module_initializer', 'Category20_15')
1492 ('/bokeh/palettes.py', 'module_initializer', 'Category20_14')
1493 ('/bokeh/palettes.py', 'module_initializer', 'Category20_13')
1494 ('/bokeh/palettes.py', 'module_initializer', 'Category20_12')
1495 ('/bokeh/palettes.py', 'module_initializer', 'Category20_11')
1496 ('/bokeh/palettes.py', 'module_initializer', 'Category20_10')
1497 ('/bokeh/palettes.py', 'module_initializer', 'Category20_9')
1498 ('/bokeh/palettes.py', 'module_initializer', 'Category20_8')
1499 ('/bokeh/palettes.py', 'module_initializer', 'Category20_7')
1500 ('/bokeh/palettes.py', 'module_initializer', 'Category20_6')
1501 ('/bokeh/palettes.py', 'module_initializer', 'Category20_5')
1502 ('/bokeh/palettes.py', 'module_initializer', 'Category20_4')
1503 ('/bokeh/palettes.py', 'module_initializer', 'Category20_3')
1504 ('/bokeh/palettes.py', 'module_initializer', 'Category20b_20')
1505 ('/bokeh/palettes.py', 'module_initializer', 'Category20b_19')
1506 ('/bokeh/palettes.py', 'module_initializer', 'Category20b_18')
1507 ('/bokeh/palettes.py', 'module_initializer', 'Category20b_17')
1508 ('/bokeh/palettes.py', 'module_initializer', 'Category20b_16')
1509 ('/bokeh/palettes.py', 'module_initializer', 'Category20b_15')
1510 ('/bokeh/palettes.py', 'module_initializer', 'Category20b_14')
1511 ('/bokeh/palettes.py', 'module_initializer', 'Category20b_13')
1512 ('/bokeh/palettes.py', 'module_initializer', 'Category20b_12')
1513 ('/bokeh/palettes.py', 'module_initializer', 'Category20b_11')
1514 ('/bokeh/palettes.py', 'module_initializer', 'Category20b_10')
1515 ('/bokeh/palettes.py', 'module_initializer', 'Category20b_9')
1516 ('/bokeh/palettes.py', 'module_initializer', 'Category20b_8')
1517 ('/bokeh/palettes.py', 'module_initializer', 'Category20b_7')
1518 ('/bokeh/palettes.py', 'module_initializer', 'Category20b_6')
1519 ('/bokeh/palettes.py', 'module_initializer', 'Category20b_5')
1520 ('/bokeh/palettes.py', 'module_initializer', 'Category20b_4')
1521 ('/bokeh/palettes.py', 'module_initializer', 'Category20b_3')
1522 ('/bokeh/palettes.py', 'module_initializer', 'Category20c_20')
1523 ('/bokeh/palettes.py', 'module_initializer', 'Category20c_19')
1524 ('/bokeh/palettes.py', 'module_initializer', 'Category20c_18')
1525 ('/bokeh/palettes.py', 'module_initializer', 'Category20c_17')
1526 ('/bokeh/palettes.py', 'module_initializer', 'Category20c_16')
